@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0
15,0,34,1,0.971429,1,0.306122,1,0.693878,0.46875,0.98,1.020408,0.000007
15,0,33,2,0.942857,1,0.3125,1,0.6875,0.47619,0.96,1.041667,0.000007
15,0,32,3,0.914286,1,0.319149,1,0.680851,0.483871,0.94,1.06383,0.000009
15,0,31,4,0.885714,1,0.326087,1,0.673913,0.491803,0.92,1.086957,0.000011
15,0,30,5,0.857143,1,0.333333,1,0.666667,0.5,0.9,1.111111,0.000033
15,0,29,6,0.828571,1,0.340909,1,0.659091,0.508475,0.88,1.136364,0.000166
15,0,28,7,0.8,1,0.348837,1,0.651163,0.517241,0.86,1.162791,0.000282
14,1,28,7,0.8,0.933333,0.333333,0.933333,0.666667,0.491228,0.84,1.111111,0.000841
13,2,28,7,0.8,0.866667,0.317073,0.866667,0.682927,0.464286,0.82,1.056911,0.000875
12,3,28,7,0.8,0.8,0.3,0.8,0.7,0.436364,0.8,1,0.002094
12,3,27,8,0.771429,0.8,0.307692,0.8,0.692308,0.444444,0.78,1.025641,0.010365
12,3,26,9,0.742857,0.8,0.315789,0.8,0.684211,0.45283,0.76,1.052632,0.011912
7,8,25,10,0.714286,0.466667,0.21875,0.466667,0.78125,0.297872,0.64,0.729167,0.014592
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.01542
7,8,23,12,0.657143,0.466667,0.233333,0.466667,0.766667,0.311111,0.6,0.777778,0.020161
7,8,22,13,0.628571,0.466667,0.241379,0.466667,0.758621,0.318182,0.58,0.804598,0.030282
7,8,21,14,0.6,0.466667,0.25,0.466667,0.75,0.325581,0.56,0.833333,0.030512
7,8,20,15,0.571429,0.466667,0.259259,0.466667,0.740741,0.333333,0.54,0.864198,0.038377
7,8,19,16,0.542857,0.466667,0.269231,0.466667,0.730769,0.341463,0.52,0.897436,0.07399
7,8,18,17,0.514286,0.466667,0.28,0.466667,0.72,0.35,0.5,0.933333,0.165134
7,8,17,18,0.485714,0.466667,0.291667,0.466667,0.708333,0.358974,0.48,0.972222,0.173953
7,8,16,19,0.457143,0.466667,0.304348,0.466667,0.695652,0.368421,0.46,1.014493,0.271054
7,8,15,20,0.428571,0.466667,0.318182,0.466667,0.681818,0.378378,0.44,1.060606,0.343834
6,9,15,20,0.428571,0.4,0.285714,0.4,0.714286,0.333333,0.42,0.952381,0.398916
6,9,14,21,0.4,0.4,0.3,0.4,0.7,0.342857,0.4,1,0.555803
6,9,13,22,0.371429,0.4,0.315789,0.4,0.684211,0.352941,0.38,1.052632,0.623488
6,9,12,23,0.342857,0.4,0.333333,0.4,0.666667,0.363636,0.36,1.111111,0.812607
5,10,12,23,0.342857,0.333333,0.294118,0.333333,0.705882,0.3125,0.34,0.980392,0.914687
5,10,11,24,0.314286,0.333333,0.3125,0.333333,0.6875,0.322581,0.32,1.041667,0.92323
4,11,11,24,0.314286,0.266667,0.266667,0.266667,0.733333,0.266667,0.3,0.888889,0.970889
4,11,10,25,0.285714,0.266667,0.285714,0.266667,0.714286,0.275862,0.28,0.952381,0.977498
4,11,9,26,0.257143,0.266667,0.307692,0.266667,0.692308,0.285714,0.26,1.025641,0.986025
4,11,8,27,0.228571,0.266667,0.333333,0.266667,0.666667,0.296296,0.24,1.111111,0.996362
3,12,8,27,0.228571,0.2,0.272727,0.2,0.727273,0.230769,0.22,0.909091,0.998083
3,12,7,28,0.2,0.2,0.3,0.2,0.7,0.24,0.2,1,0.998212
2,13,7,28,0.2,0.133333,0.222222,0.133333,0.777778,0.166667,0.18,0.740741,0.998334
1,14,7,28,0.2,0.066667,0.125,0.066667,0.875,0.086957,0.16,0.416667,0.99907
1,14,6,29,0.171429,0.066667,0.142857,0.066667,0.857143,0.090909,0.14,0.47619,0.99913
1,14,5,30,0.142857,0.066667,0.166667,0.066667,0.833333,0.095238,0.12,0.555556,0.999762
1,14,4,31,0.114286,0.066667,0.2,0.066667,0.8,0.1,0.1,0.666667,0.999941
1,14,3,32,0.085714,0.066667,0.25,0.066667,0.75,0.105263,0.08,0.833333,0.999959
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.999985
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.999995
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,1
0,15,0,35,0,0,?,0,?,?,0,?,1.00001
